Donation_Id,Donor_ID,Received_Date,Created_At,Amount,Deductible_Amount,Total_Donation_Amount,Fund,Donation_Type,Memo,Source,Transaction_Net,Letter_Sent,Email_Sent,Is_Company?
9597408,6867515,9-Sep-20,"Wednesday, September 09, 2020 at 11:56 PM",250,250,250,General Support,Check,HH 2020,Individual Contributions,250,"Monday, September 14, 2020 at 07:51 PM",,FALSE
9597409,8498932,9-Sep-20,"Wednesday, September 09, 2020 at 11:57 PM",100,100,100,General Support,Cash,HH 2020,Individual Contributions,100,,,FALSE
9597410,6154796,9-Sep-20,"Thursday, September 10, 2020 at 12:00 AM",100,100,100,General Support,Check,Rent September,Churches & Clubs,100,,,TRUE
9597411,611793,9-Sep-20,"Thursday, September 10, 2020 at 12:01 AM",1500,1500,1500,General Support,Check,HH 2020,Churches & Clubs,1500,,,TRUE
9597433,7369459,3-Sep-20,"Thursday, September 10, 2020 at 02:28 AM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9597434,7369459,4-Sep-20,"Thursday, September 10, 2020 at 02:28 AM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9597439,8713712,4-Sep-20,"Thursday, September 10, 2020 at 02:31 AM",100,100,100,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,100,,,FALSE
9597440,8676670,8-Sep-20,"Thursday, September 10, 2020 at 02:33 AM",10,10,10,General Support,Online Donation,Monthly,Individual Contributions,10,,,FALSE
9597441,6928123,6-Sep-20,"Thursday, September 10, 2020 at 02:34 AM",300,300,300,General Support,Online Donation,Monthly,Corporate,300,,,TRUE
9597444,1098438,8-Sep-20,"Thursday, September 10, 2020 at 02:40 AM",104.16,104.16,104.16,General Support,Online Donation,HH PR 2019 - Monthly,Individual Contributions,104.16,,,FALSE
9597445,8679133,8-Sep-20,"Thursday, September 10, 2020 at 02:41 AM",10,10,10,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,10,,,FALSE
9597446,7716745,9-Sep-20,"Thursday, September 10, 2020 at 02:43 AM",104.16,104.16,104.16,General Support,Online Donation,HH PR 2019 - Monthly,Individual Contributions,104.16,,,FALSE
9597447,8715102,9-Sep-20,"Thursday, September 10, 2020 at 02:44 AM",40,40,40,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,40,,,FALSE
9597448,6370302,9-Sep-20,"Thursday, September 10, 2020 at 02:45 AM",25,25,25,General Support,Online Donation,HH PR 2019 - Monthly,Individual Contributions,25,,,FALSE
9598180,8782525,8-Sep-20,"Thursday, September 10, 2020 at 05:44 PM",20.16,20.16,20.16,General Support,Online Donation,HH 2020,Individual Contributions,20.16,,,FALSE
9598181,8794389,9-Sep-20,"Thursday, September 10, 2020 at 05:44 PM",204.81,204.81,204.81,General Support,Online Donation,HH 2020,Individual Contributions,204.81,,,FALSE
9598182,8794390,7-Sep-20,"Thursday, September 10, 2020 at 05:44 PM",50,50,50,General Support,Online Donation,HH 2020,Individual Contributions,50,,,FALSE
9598183,6279258,7-Sep-20,"Thursday, September 10, 2020 at 05:44 PM",102.56,102.56,102.56,General Support,Online Donation,,Individual Contributions,102.56,,,FALSE
9598184,7688535,6-Sep-20,"Thursday, September 10, 2020 at 05:44 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9598185,8782524,4-Sep-20,"Thursday, September 10, 2020 at 05:44 PM",25.87,25.87,25.87,General Support,Online Donation,HH 2020,Individual Contributions,25.87,,,FALSE
9598186,8658584,4-Sep-20,"Thursday, September 10, 2020 at 05:44 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9598188,7688195,4-Sep-20,"Thursday, September 10, 2020 at 05:44 PM",103.63,103.63,103.63,General Support,Online Donation,HH 2020,Individual Contributions,103.63,,,FALSE
9598189,491122,3-Sep-20,"Thursday, September 10, 2020 at 05:44 PM",250,250,250,General Support,Online Donation,HH 2020,Individual Contributions,250,,,FALSE
9598190,6173346,3-Sep-20,"Thursday, September 10, 2020 at 05:44 PM",255.93,255.93,255.93,General Support,Online Donation,HH 2020,Individual Contributions,255.93,,,FALSE
9598191,6237559,3-Sep-20,"Thursday, September 10, 2020 at 05:44 PM",511.55,511.55,511.55,General Support,Online Donation,HH 2020,Individual Contributions,511.55,,,FALSE
9598192,6483924,3-Sep-20,"Thursday, September 10, 2020 at 05:44 PM",1534.05,1534.05,1534.05,General Support and Event Registration,Online Donation,HH 2020; HH 2020 Sponsorship,Corporate,1534.05,,,FALSE
9598527,6607035,9-Sep-20,"Thursday, September 10, 2020 at 10:00 PM",100,100,100,General Support,Check,HH 2020,Individual Contributions,100,"Monday, September 14, 2020 at 06:26 PM",,FALSE
9598533,491194,9-Sep-20,"Thursday, September 10, 2020 at 10:07 PM",2600,2600,2600,Event Registration and General Support,Check,HH 2020 Sponsorship; HH 2020,Churches & Clubs,2600,,,TRUE
9598534,7688110,9-Sep-20,"Thursday, September 10, 2020 at 10:13 PM",5000,5000,5000,General Support,Check,HH 2020 Sponsorship,Corporate,5000,"Monday, September 14, 2020 at 06:25 PM",,FALSE
9599449,8667002,9-Sep-20,"Friday, September 11, 2020 at 05:20 PM",35,35,35,General Support,Online Donation,HH 2020,Individual Contributions,35,,,FALSE
9603971,8691945,14-Sep-20,"Monday, September 14, 2020 at 08:06 PM",500,500,500,General Support,Check,,Individual Contributions,500,"Monday, September 14, 2020 at 08:09 PM",,FALSE
9604011,8682101,12-Sep-20,"Monday, September 14, 2020 at 08:35 PM",100,100,100,General Support,Online Donation,,Individual Contributions,100,,,FALSE
9604014,8677075,13-Sep-20,"Monday, September 14, 2020 at 08:37 PM",153.68,153.68,153.68,General Support,Online Donation,,Individual Contributions,153.68,,,FALSE
9604020,8796084,13-Sep-20,"Monday, September 14, 2020 at 08:39 PM",25.87,25.87,25.87,General Support,Online Donation,Wildfire,Individual Contributions,25.87,,,FALSE
9604025,8299570,14-Sep-20,"Monday, September 14, 2020 at 08:41 PM",250,250,250,General Support,Online Donation,HH 2020,Individual Contributions,250,,,FALSE
9604028,8796085,14-Sep-20,"Monday, September 14, 2020 at 08:43 PM",1000,1000,1000,General Support,Online Donation,HH 2020,Individual Contributions,1000,,,FALSE
9605487,8299426,14-Sep-20,"Monday, September 14, 2020 at 09:06 PM",200,200,200,General Support,Check,HH 2020,Individual Contributions,200,"Monday, September 14, 2020 at 09:07 PM",,FALSE
9606941,5780124,15-Sep-20,"Tuesday, September 15, 2020 at 05:05 PM",10000,10000,10000,General Support,ACH,3rd year of Blueprint Grant,Foundations/Grants/Government,10000,,,TRUE
9607028,2378397,15-Sep-20,"Tuesday, September 15, 2020 at 05:57 PM",147,147,147,General Support,Cash,Lora Krossman garage sale revenue,Individual Contributions,147,,,FALSE
9608727,8796530,14-Sep-20,"Tuesday, September 15, 2020 at 08:50 PM",153.68,153.68,153.68,General Support,Online Donation,HH 2020,Individual Contributions,153.68,,,FALSE
9608751,6543820,15-Sep-20,"Tuesday, September 15, 2020 at 09:04 PM",255.93,255.93,255.93,General Support,Online Donation,HH 2020,Individual Contributions,255.93,,,FALSE
9608754,8683830,15-Sep-20,"Tuesday, September 15, 2020 at 09:06 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9608888,2621695,15-Sep-20,"Tuesday, September 15, 2020 at 11:15 PM",500,500,500,General Support,Check,HH 2020 Sponsorship,Churches & Clubs,500,,,TRUE
9608890,7716745,15-Sep-20,"Tuesday, September 15, 2020 at 11:16 PM",500,500,500,General Support,Check,HH 2020 Sponsorship,Individual Contributions,500,,,FALSE
9608893,491209,15-Sep-20,"Tuesday, September 15, 2020 at 11:17 PM",400,400,400,General Support,Check,HH 2020,Individual Contributions,400,"Wednesday, September 16, 2020 at 11:30 PM",,FALSE
9608896,7516801,15-Sep-20,"Tuesday, September 15, 2020 at 11:19 PM",250,250,250,General Support,Check,HH 2020,Corporate,250,"Wednesday, September 16, 2020 at 11:24 PM",,FALSE
9608897,6362979,15-Sep-20,"Tuesday, September 15, 2020 at 11:20 PM",500,500,500,General Support,Check,HH 2020,Individual Contributions,500,,,FALSE
9610116,8542891,16-Sep-20,"Wednesday, September 16, 2020 at 09:27 PM",250,250,250,General Support,Check,HH 2020,Individual Contributions,250,"Wednesday, September 16, 2020 at 11:20 PM",,FALSE
9611171,6740768,17-Sep-20,"Thursday, September 17, 2020 at 11:35 PM",120,120,120,General Support,Check,,Individual Contributions,120,,,FALSE
9614242,8531572,16-Sep-20,"Monday, September 21, 2020 at 08:25 PM",330,330,330,General Support,Online Donation,HH 2020,Individual Contributions,330,,,FALSE
9614247,1603904,17-Sep-20,"Monday, September 21, 2020 at 08:29 PM",100,100,100,General Support,Online Donation,HH 2020,Individual Contributions,100,"Monday, September 21, 2020 at 08:34 PM",,FALSE
9614261,8818379,18-Sep-20,"Monday, September 21, 2020 at 08:44 PM",20.16,20.16,20.16,General Support,Online Donation,Monthly - HH 2020,Individual Contributions,20.16,,,FALSE
9614280,6483872,21-Sep-20,"Monday, September 21, 2020 at 09:11 PM",500,500,500,General Support,Check,HH 2020,Churches & Clubs,500,"Monday, September 21, 2020 at 09:17 PM",,TRUE
9614282,8670494,18-Sep-20,"Monday, September 21, 2020 at 09:12 PM",25,25,25,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,25,,,FALSE
9614283,8670663,19-Sep-20,"Monday, September 21, 2020 at 09:14 PM",20,20,20,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,20,,,FALSE
9614311,6250627,19-Sep-20,"Monday, September 21, 2020 at 09:47 PM",500,500,500,General Support,Check,HH 2020 Sponsorship,Individual Contributions,500,"Monday, September 21, 2020 at 09:52 PM",,FALSE
9614314,6835911,19-Sep-20,"Monday, September 21, 2020 at 09:50 PM",100,100,100,General Support,Check,HH 2020,Individual Contributions,100,"Monday, September 21, 2020 at 09:51 PM",,FALSE
9614576,6750826,21-Sep-20,"Monday, September 21, 2020 at 11:20 PM",1500,1500,1500,Event Registration,Check,HH 2020 Sponsorship,Corporate,1500,,,TRUE
9614577,7702449,21-Sep-20,"Monday, September 21, 2020 at 11:21 PM",60,60,60,General Support,Check,Coronavirus response,Individual Contributions,60,,,TRUE
9614596,3941259,21-Sep-20,"Monday, September 21, 2020 at 11:42 PM",50,50,50,General Support,Online Donation,Monthly - HH 2020,Individual Contributions,50,,,FALSE
9615931,8663774,21-Sep-20,"Tuesday, September 22, 2020 at 07:58 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9616741,6759108,23-Sep-20,"Wednesday, September 23, 2020 at 06:47 PM",83.33,83.33,83.33,General Support,Online Donation,HH PR 2019 - Monthly,Individual Contributions,83.33,,,FALSE
9617028,8667002,23-Sep-20,"Thursday, September 24, 2020 at 12:24 AM",35,35,35,General Support,Online Donation,HH 2020,Individual Contributions,35,,,FALSE
9617615,6750826,16-Aug-19,"Thursday, September 24, 2020 at 05:50 PM",1000,1000,1000,Event Registration,Check,HH 2019 Sponsorship,Corporate,1000,,,TRUE
9617837,6173276,16-Aug-20,"Thursday, September 24, 2020 at 07:20 PM",1000,1000,1000,Event Registration,Check,HH 2020 Sponsorship,Corporate,1000,,,TRUE
9617842,7516801,17-Aug-20,"Thursday, September 24, 2020 at 07:24 PM",100,100,100,General Support,Check,,Corporate,100,,,FALSE
9618947,8069330,24-Sep-19,"Saturday, September 26, 2020 at 12:38 AM",25.87,25.87,25.87,General Support,Online Donation,HH 2020,Individual Contributions,25.87,,,FALSE
9618951,8662786,25-Sep-19,"Saturday, September 26, 2020 at 12:50 AM",50,50,50,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,50,,,FALSE
9618952,8673377,25-Sep-19,"Saturday, September 26, 2020 at 12:51 AM",25,25,25,General Support,Online Donation,,Individual Contributions,25,,,FALSE
9618955,8896740,25-Sep-19,"Saturday, September 26, 2020 at 12:53 AM",20,20,20,General Support,Online Donation,HH 2020,Individual Contributions,20,,,FALSE
9621476,8503277,27-Sep-20,"Monday, September 28, 2020 at 05:52 PM",20.85,20.85,20.85,General Support,Online Donation,HH PR 2019 - Monthly,Individual Contributions,20.85,,,FALSE
9623466,8301586,29-Sep-20,"Tuesday, September 29, 2020 at 09:54 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9625089,8715102,30-Sep-20,"Wednesday, September 30, 2020 at 11:17 PM",20.76,20.76,20.76,General Support,Online Donation,Monthly,Individual Contributions,20.76,,,FALSE
9625978,491140,30-Sep-20,"Thursday, October 01, 2020 at 04:26 PM",335,335,335,General Support,Check,Food fund,Churches & Clubs,335,,,TRUE
9625983,7199914,1-Oct-20,"Thursday, October 01, 2020 at 04:29 PM",200,200,200,General Support,Check,HH 2020,Individual Contributions,200,"Tuesday, October 20, 2020 at 07:21 PM",,FALSE
9626014,491151,1-Oct-20,"Thursday, October 01, 2020 at 04:59 PM",2000,2000,2000,General Support,Check,HH 2020,Individual Contributions,2000,,,FALSE
9626017,651401,1-Oct-20,"Thursday, October 01, 2020 at 05:00 PM",100,100,100,General Support,Check,HH 2020,Individual Contributions,100,"Tuesday, October 20, 2020 at 07:25 PM",,FALSE
9626083,635138,1-Oct-20,"Thursday, October 01, 2020 at 05:27 PM",20,20,20,General Support,Online Donation,Monthly,Individual Contributions,20,,,FALSE
9626087,8197929,1-Oct-20,"Thursday, October 01, 2020 at 05:28 PM",250,250,250,General Support,Online Donation,Monthly,Individual Contributions,250,,,FALSE
9626091,8683839,1-Oct-20,"Thursday, October 01, 2020 at 05:29 PM",10,10,10,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,10,,,FALSE
9635159,7459784,1-Oct-20,"Thursday, October 08, 2020 at 10:24 PM",1,1,1,General Support,Online Donation,Monthly,Individual Contributions,1,"Monday, March 08, 2021 at 10:14 PM",,FALSE
9635165,7369459,1-Oct-20,"Thursday, October 08, 2020 at 10:42 PM",51.43,51.43,51.43,General Support,Online Donation,Monthly,Individual Contributions,51.43,,,FALSE
9635167,8683839,1-Oct-20,"Thursday, October 08, 2020 at 10:43 PM",10.53,10.53,10.53,General Support,Online Donation,Monthly,Individual Contributions,10.53,,,FALSE
9635170,8531572,2-Oct-20,"Thursday, October 08, 2020 at 10:44 PM",335,335,335,General Support,Online Donation,HH 2020,Individual Contributions,335,,,FALSE
9636034,8669536,6-Oct-20,"Friday, October 09, 2020 at 09:34 PM",25.87,25.87,25.87,General Support,Online Donation,Monthly,Individual Contributions,25.87,,,FALSE
9636036,8683839,8-Oct-20,"Friday, October 09, 2020 at 09:38 PM",10,10,10,General Support,Online Donation,HH 2020,Individual Contributions,10,,,FALSE
9639682,6762412,12-Oct-20,"Tuesday, October 13, 2020 at 08:48 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9639702,9008295,13-Oct-20,"Tuesday, October 13, 2020 at 09:09 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9641460,8676670,6-Oct-20,"Thursday, October 15, 2020 at 07:39 PM",10.53,10.53,10.53,General Support,Online Donation,Monthly,Individual Contributions,10.53,,,FALSE
9641462,8538189,9-Oct-20,"Thursday, October 15, 2020 at 07:43 PM",100,100,100,General Support,Online Donation,HH 2020,Individual Contributions,100,,,FALSE
9641473,8693593,10-Oct-20,"Thursday, October 15, 2020 at 08:01 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9641491,6173350,10-Oct-20,"Thursday, October 15, 2020 at 08:20 PM",1022.8,1022.8,1022.8,General Support,Online Donation,HH 2020,Individual Contributions,1022.8,,,FALSE
9641493,8673391,11-Oct-20,"Thursday, October 15, 2020 at 08:21 PM",103.63,103.63,103.63,General Support,Online Donation,HH 2020,Individual Contributions,103.63,,,FALSE
9641496,5411305,12-Oct-20,"Thursday, October 15, 2020 at 08:23 PM",153.68,153.68,153.68,General Support,Online Donation,HH 2020,Individual Contributions,153.68,,,FALSE
9641501,491150,14-Oct-20,"Thursday, October 15, 2020 at 08:28 PM",255.93,255.93,255.93,General Support,Online Donation,HH 2020,Individual Contributions,255.93,,,FALSE
9641503,7688198,14-Oct-20,"Thursday, October 15, 2020 at 08:29 PM",5112.78,5112.78,5112.78,General Support,Online Donation,HH 2020,Individual Contributions,5112.78,,,FALSE
9641504,9008383,14-Oct-20,"Thursday, October 15, 2020 at 08:30 PM",25,25,25,General Support,Online Donation,HH 2020,Individual Contributions,25,,,FALSE
9641509,9008680,14-Oct-20,"Thursday, October 15, 2020 at 08:33 PM",20.76,20.76,20.76,General Support,Online Donation,HH 2020,Individual Contributions,20.76,,,FALSE
9641510,8299400,14-Oct-20,"Thursday, October 15, 2020 at 08:33 PM",10.08,10.08,10.08,General Support,Online Donation,HH 2020,Individual Contributions,10.08,,,FALSE
9641512,6759086,14-Oct-20,"Thursday, October 15, 2020 at 08:34 PM",204.81,204.81,204.81,General Support,Online Donation,HH 2020,Individual Contributions,204.81,,,FALSE
9641525,6759774,14-Oct-20,"Thursday, October 15, 2020 at 08:50 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9641565,731357,14-Oct-20,"Thursday, October 15, 2020 at 09:48 PM",1022.8,1022.8,1022.8,General Support,Online Donation,HH 2020,Individual Contributions,1022.8,,,FALSE
9641567,8752542,14-Oct-20,"Thursday, October 15, 2020 at 09:52 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9641569,8565426,14-Oct-20,"Thursday, October 15, 2020 at 09:55 PM",50.4,50.4,50.4,General Support,Online Donation,HH 2020,Individual Contributions,50.4,,,FALSE
9641571,7304315,14-Oct-20,"Thursday, October 15, 2020 at 09:56 PM",100.8,100.8,100.8,General Support,Online Donation,HH 2020,Individual Contributions,100.8,,,FALSE
9641574,9008712,15-Oct-20,"Thursday, October 15, 2020 at 10:05 PM",250,250,250,General Support,Check,Covid Relief,Churches & Clubs,250,"Thursday, October 15, 2020 at 10:11 PM",,TRUE
9641581,7683999,14-Oct-20,"Thursday, October 15, 2020 at 10:10 PM",511.55,511.55,511.55,General Support,Online Donation,HH 2020,Individual Contributions,511.55,,,FALSE
9641584,8470929,15-Oct-20,"Thursday, October 15, 2020 at 10:13 PM",5000,5000,5000,General Support,Check,,Foundations/Grants/Government,5000,,,TRUE
9641586,7709401,14-Oct-20,"Thursday, October 15, 2020 at 10:18 PM",76.98,76.98,76.98,General Support,Online Donation,HH 2020,Individual Contributions,76.98,,,FALSE
9641587,491233,15-Oct-20,"Thursday, October 15, 2020 at 10:18 PM",500,500,500,General Support,Check,HH 2020,Individual Contributions,500,"Thursday, October 15, 2020 at 10:19 PM",,FALSE
9641589,6173346,15-Oct-20,"Thursday, October 15, 2020 at 10:21 PM",700,700,700,General Support,Check,HH 2020,Individual Contributions,700,"Thursday, October 15, 2020 at 10:21 PM",,FALSE
9641590,491144,15-Oct-20,"Thursday, October 15, 2020 at 10:22 PM",100,100,100,General Support,Check,,Individual Contributions,100,"Thursday, October 15, 2020 at 10:23 PM",,FALSE
9641592,8666887,15-Oct-20,"Thursday, October 15, 2020 at 10:25 PM",200,200,200,General Support,Check,HH 2020,Individual Contributions,200,"Thursday, October 15, 2020 at 10:26 PM",,FALSE
9641594,505797,14-Oct-20,"Thursday, October 15, 2020 at 10:28 PM",255.93,255.93,255.93,General Support,Online Donation,HH 2020,Individual Contributions,255.93,,,FALSE
9641595,6237555,15-Oct-20,"Thursday, October 15, 2020 at 10:28 PM",1000,1000,1000,General Support,Check,HH 2020,Individual Contributions,1000,,,FALSE
9641596,4558356,15-Oct-20,"Thursday, October 15, 2020 at 10:29 PM",25,25,25,General Support,Check,Monthly,Individual Contributions,25,,,FALSE
9641597,7133901,15-Oct-20,"Thursday, October 15, 2020 at 10:30 PM",100,100,100,General Support,Check,HH 2020,Individual Contributions,100,"Thursday, October 15, 2020 at 10:30 PM",,FALSE
9641598,9008716,14-Oct-20,"Thursday, October 15, 2020 at 10:31 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9641599,6743225,14-Oct-20,"Thursday, October 15, 2020 at 10:34 PM",50.4,50.4,50.4,General Support,Online Donation,HH 2020,Individual Contributions,50.4,,,FALSE
9641600,9008717,14-Oct-20,"Thursday, October 15, 2020 at 10:37 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9641601,7041113,14-Oct-20,"Thursday, October 15, 2020 at 10:37 PM",50.4,50.4,50.4,General Support,Online Donation,HH 2020,Individual Contributions,50.4,,,FALSE
9641602,6757295,14-Oct-20,"Thursday, October 15, 2020 at 10:38 PM",1805,1805,1805,General Support,Online Donation,HH 2020,Individual Contributions,1805,,,FALSE
9641603,7688065,14-Oct-20,"Thursday, October 15, 2020 at 10:40 PM",255.93,255.93,255.93,General Support,Online Donation,HH 2020,Individual Contributions,255.93,,,FALSE
9641604,8503283,14-Oct-20,"Thursday, October 15, 2020 at 10:40 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9641605,1098438,14-Oct-20,"Thursday, October 15, 2020 at 10:41 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9641606,6759775,14-Oct-20,"Thursday, October 15, 2020 at 10:42 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9641607,9008290,14-Oct-20,"Thursday, October 15, 2020 at 10:44 PM",500,500,500,General Support,Online Donation,HH 2020,Individual Contributions,500,,,FALSE
9641608,9008719,14-Oct-20,"Thursday, October 15, 2020 at 10:47 PM",36.09,36.09,36.09,General Support,Online Donation,HH 2020,Individual Contributions,36.09,,,FALSE
9641612,8752544,14-Oct-20,"Thursday, October 15, 2020 at 11:08 PM",100,100,100,General Support,Online Donation,HH 2020,Individual Contributions,100,,,FALSE
9641613,8762642,14-Oct-20,"Thursday, October 15, 2020 at 11:13 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9642075,8662786,25-Sep-20,"Friday, October 16, 2020 at 03:57 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9644253,8300557,14-Oct-20,"Monday, October 19, 2020 at 06:56 PM",511.55,511.55,511.55,General Support,Online Donation,HH 2020,Individual Contributions,511.55,,,FALSE
9644256,6759096,14-Oct-20,"Monday, October 19, 2020 at 06:56 PM",100,100,100,General Support,Online Donation,HH 2020,Individual Contributions,100,,,FALSE
9644268,8503278,14-Oct-20,"Monday, October 19, 2020 at 07:00 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9644271,8495132,14-Oct-20,"Monday, October 19, 2020 at 07:02 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644274,9009354,14-Oct-20,"Monday, October 19, 2020 at 07:03 PM",5,5,5,General Support,Online Donation,HH 2020,Individual Contributions,5,,,FALSE
9644279,8394975,14-Oct-20,"Monday, October 19, 2020 at 07:09 PM",153.68,153.68,153.68,General Support,Online Donation,HH 2020,Individual Contributions,153.68,,,FALSE
9644280,8665298,14-Oct-20,"Monday, October 19, 2020 at 07:11 PM",500,500,500,General Support,Online Donation,HH 2020,Individual Contributions,500,,,FALSE
9644281,8503893,14-Oct-20,"Monday, October 19, 2020 at 07:11 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9644282,8297924,14-Oct-20,"Monday, October 19, 2020 at 07:12 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9644284,8304920,14-Oct-20,"Monday, October 19, 2020 at 07:18 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644285,7238961,14-Oct-20,"Monday, October 19, 2020 at 07:18 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644288,8752546,14-Oct-20,"Monday, October 19, 2020 at 07:20 PM",25.87,25.87,25.87,General Support,Online Donation,HH 2020,Individual Contributions,25.87,,,FALSE
9644290,6282836,14-Oct-20,"Monday, October 19, 2020 at 07:21 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9644292,8932626,14-Oct-20,"Monday, October 19, 2020 at 07:22 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9644293,8682716,14-Oct-20,"Monday, October 19, 2020 at 07:24 PM",204.81,204.81,204.81,General Support,Online Donation,HH 2020,Individual Contributions,204.81,,,FALSE
9644294,9009052,14-Oct-20,"Monday, October 19, 2020 at 07:28 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9644295,8799731,14-Oct-20,"Monday, October 19, 2020 at 07:29 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644296,7416034,14-Oct-20,"Monday, October 19, 2020 at 07:30 PM",511.55,511.55,511.55,General Support,Online Donation,HH 2020,Individual Contributions,511.55,,,FALSE
9644301,7716745,14-Oct-20,"Monday, October 19, 2020 at 07:31 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644302,7716745,14-Oct-20,"Monday, October 19, 2020 at 07:31 PM",511.55,511.55,511.55,General Support,Online Donation,HH 2020,Individual Contributions,511.55,,,FALSE
9644334,6758532,14-Oct-20,"Monday, October 19, 2020 at 07:56 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9644336,7688027,14-Oct-20,"Monday, October 19, 2020 at 07:57 PM",204.81,204.81,204.81,General Support,Online Donation,HH 2020,Individual Contributions,204.81,,,FALSE
9644341,8538275,14-Oct-20,"Monday, October 19, 2020 at 07:59 PM",511.55,511.55,511.55,General Support,Online Donation,HH 2020,Individual Contributions,511.55,,,FALSE
9644343,6569165,14-Oct-20,"Monday, October 19, 2020 at 08:00 PM",511.55,511.55,511.55,General Support,Online Donation,HH 2020,Individual Contributions,511.55,,,FALSE
9644346,8669470,14-Oct-20,"Monday, October 19, 2020 at 08:01 PM",255.93,255.93,255.93,General Support,Online Donation,HH 2020,Individual Contributions,255.93,,,FALSE
9644349,8794390,14-Oct-20,"Monday, October 19, 2020 at 08:04 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9644351,9008709,14-Oct-20,"Monday, October 19, 2020 at 08:05 PM",25.87,25.87,25.87,General Support,Online Donation,HH 2020,Individual Contributions,25.87,,,FALSE
9644356,8932627,14-Oct-20,"Monday, October 19, 2020 at 08:07 PM",87.22,87.22,87.22,General Support,Online Donation,HH 2020,Individual Contributions,87.22,,,FALSE
9644357,8304934,14-Oct-20,"Monday, October 19, 2020 at 08:08 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644358,8504629,14-Oct-20,"Monday, October 19, 2020 at 08:09 PM",231.39,231.39,231.39,General Support,Online Donation,HH 2020,Individual Contributions,231.39,,,FALSE
9644360,8731045,14-Oct-20,"Monday, October 19, 2020 at 08:10 PM",255.93,255.93,255.93,General Support,Online Donation,HH 2020,Individual Contributions,255.93,,,FALSE
9644373,6867515,14-Oct-20,"Monday, October 19, 2020 at 08:18 PM",250,250,250,General Support,Online Donation,HH 2020,Individual Contributions,250,,,FALSE
